city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id,vic_tag,from_side,car_side_id,road_side_id
PEK,1657432097.4,189,VEHICLE,CAR,TARGET_AGENT,417724.581889985,4731130.80054652,0.0,4.74132013320923,2.00727558135986,1.47699999809265,-1.04300498962402,2.85245084762573,-3.97483396530151,yizhuang#20-1_po,car,1,100005,200002
PEK,1657432097.5,189,VEHICLE,CAR,TARGET_AGENT,417724.928052504,4731130.43319222,0.0,4.74132347106934,2.00901389122009,1.47699999809265,-1.04040765762329,2.81796741485596,-3.9140567779541,yizhuang#20-1_po,car,1,100005,200002
PEK,1657432097.6,189,VEHICLE,CAR,TARGET_AGENT,417725.201067118,4731130.03546415,0.0,4.74135541915894,2.01288366317749,1.47699999809265,-1.04304647445679,2.82054042816162,-3.94089770317078,yizhuang#20-1_po,car,1,100005,200002
PEK,1657432097.7,189,VEHICLE,CAR,TARGET_AGENT,417725.474273289,4731129.64777009,0.0,4.74138307571411,1.99429392814636,1.47699999809265,-1.02804446220398,2.76888465881348,-3.92728018760681,yizhuang#20-1_po,car,1,100005,200002
PEK,1657432097.8,189,VEHICLE,CAR,TARGET_AGENT,417725.791134739,4731129.270855,0.0,4.7414026260376,1.98073947429657,1.47699999809265,-1.02278828620911,2.70291185379028,-3.90624833106995,yizhuang#20-1_po,car,1,100005,200002
PEK,1657432097.9,189,VEHICLE,CAR,TARGET_AGENT,417726.07566995,4731128.87199389,0.0,4.74137496948242,1.95759534835815,1.47699999809265,-1.01985740661621,2.64083886146545,-3.87171578407288,yizhuang#20-1_po,car,1,100005,200002
PEK,1657432098.0,189,VEHICLE,CAR,TARGET_AGENT,417726.356152472,4731128.49828426,0.0,4.74040794372559,1.94235479831696,1.44030773639679,-1.01941549777985,2.65597534179688,-3.92608904838562,yizhuang#20-1_po,car,1,100005,200002
PEK,1657432098.1,189,VEHICLE,CAR,TARGET_AGENT,417726.60847591,4731128.09172427,0.0,4.73925256729126,1.91036021709442,1.44030773639679,-1.0142605304718,2.61948442459106,-3.91153478622437,yizhuang#20-1_po,car,1,100005,200002
PEK,1657432098.2,189,VEHICLE,CAR,TARGET_AGENT,417726.863792403,4731127.67134094,0.0,4.73797512054443,1.88510632514954,1.44030773639679,-1.00921225547791,2.60140013694763,-3.95133495330811,yizhuang#20-1_po,car,1,100005,200002
PEK,1657432098.3,189,VEHICLE,CAR,TARGET_AGENT,417727.115819452,4731127.28027348,0.0,4.71635389328003,1.85814118385315,1.40361535549164,-1.00140190124512,2.57676887512207,-3.96511578559875,yizhuang#20-1_po,car,1,100005,200002
