city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id,vic_tag,from_side,car_side_id,road_side_id
PEK,1657431296.2,2,VEHICLE,CAR,AGENT_2,417848.124913147,4730939.89589834,0.0,4.0,1.65872275829315,1.20000004768372,2.07532382011414,-5.87281274795532,9.17062282562256,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431296.3,2,VEHICLE,CAR,AGENT_2,417847.557578291,4730940.8376791,0.0,4.0,1.65872275829315,1.20000004768372,2.07771730422974,-5.92789936065674,9.2371301651001,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431296.4,2,VEHICLE,CAR,AGENT_2,417846.970836625,4730941.78043842,0.0,4.0,1.65872275829315,1.20000004768372,2.07812857627869,-5.9768853187561,9.3528413772583,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431296.5,2,VEHICLE,CAR,AGENT_2,417846.37262846,4730942.74408348,0.0,4.0,1.65872275829315,1.20000004768372,2.07825589179993,-6.07464599609375,9.50958633422852,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431296.6,2,VEHICLE,CAR,AGENT_2,417845.75129141,4730943.73333241,0.0,4.0,1.65872275829315,1.20000004768372,2.07909321784973,-6.09618473052979,9.59709072113037,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431296.7,2,VEHICLE,CAR,AGENT_2,417845.133658169,4730944.7201967,0.0,4.0,1.65872275829315,1.20000004768372,2.08384227752686,-6.10647916793823,9.70506572723389,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431296.8,2,VEHICLE,CAR,AGENT_2,417844.53239381,4730945.69890357,0.0,4.0,1.65872275829315,1.20000004768372,2.08765053749084,-6.03868865966797,9.7532262802124,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431296.9,2,VEHICLE,CAR,AGENT_2,417843.939493785,4730946.67756208,0.0,4.0,1.65872275829315,1.20000004768372,2.08706879615784,-6.05239963531494,9.7904634475708,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.0,2,VEHICLE,CAR,AGENT_2,417843.324453045,4730947.65449968,0.0,4.0,1.65872275829315,1.20000004768372,2.08735775947571,-6.05994749069214,9.81566047668457,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.1,2,VEHICLE,CAR,AGENT_2,417842.69495489,4730948.63341018,0.0,4.0,1.65872275829315,1.20000004768372,2.08769249916077,-6.09611177444458,9.87207508087158,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.2,2,VEHICLE,CAR,AGENT_2,417842.090168625,4730949.62956757,0.0,4.0,1.65872275829315,1.20000004768372,2.09857177734375,-6.09878826141357,9.95767498016357,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.3,2,VEHICLE,CAR,AGENT_2,417841.493827235,4730950.63774077,0.0,4.0,1.65872275829315,1.20000004768372,2.10961651802063,-6.16141319274902,10.0040187835693,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.4,2,VEHICLE,CAR,AGENT_2,417840.893053091,4730951.60032553,0.0,4.0,1.65872275829315,1.20000004768372,2.11207628250122,-6.1413745880127,9.9717435836792,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.5,2,VEHICLE,CAR,AGENT_2,417840.27823429,4730952.60317272,0.0,4.0,1.65872275829315,1.20000004768372,2.11476993560791,-6.18388986587524,10.0779647827148,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.6,2,VEHICLE,CAR,AGENT_2,417839.662724531,4730953.61413404,0.0,4.0,1.65872275829315,1.20000004768372,2.11716294288635,-6.16954183578491,9.99818420410156,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.7,2,VEHICLE,CAR,AGENT_2,417839.044621254,4730954.59906743,0.0,4.0,1.66792857646942,1.20000004768372,2.11594891548157,-6.18832159042358,9.98170375823975,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.8,2,VEHICLE,CAR,AGENT_2,417838.426443058,4730955.59141436,0.0,4.0,1.67483294010162,1.20000004768372,2.11614847183228,-6.18746566772461,9.9817943572998,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431297.9,2,VEHICLE,CAR,AGENT_2,417837.823915268,4730956.56659836,0.0,4.0,1.68001115322113,1.20000004768372,2.11671018600464,-6.18799018859863,9.98996734619141,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431298.0,2,VEHICLE,CAR,AGENT_2,417837.218633352,4730957.54436156,0.0,4.0,1.68001115322113,1.20000004768372,2.11705327033997,-6.17689228057861,9.97582054138184,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431298.1,2,VEHICLE,CAR,AGENT_2,417836.609286048,4730958.52938901,0.0,4.0,1.68001115322113,1.20000004768372,2.11727929115295,-6.18565511703491,9.99837875366211,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431298.2,2,VEHICLE,CAR,AGENT_2,417835.995674449,4730959.52540174,0.0,4.0,1.68001115322113,1.20000004768372,2.11744046211243,-6.28907203674316,10.1975030899048,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431298.3,2,VEHICLE,CAR,AGENT_2,417835.394201326,4730960.54726236,0.0,4.0,1.68001115322113,1.20000004768372,2.11774086952209,-6.21152019500732,10.1130867004395,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431298.4,2,VEHICLE,CAR,AGENT_2,417834.769061054,4730961.54613462,0.0,4.0,1.68001115322113,1.20000004768372,2.11834192276001,-6.23206281661987,10.0368270874023,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431298.5,2,VEHICLE,CAR,AGENT_2,417834.122245167,4730962.52268572,0.0,4.0,1.68001115322113,1.20000004768372,2.11872720718384,-6.21743965148926,9.92639541625977,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431298.6,2,VEHICLE,CAR,AGENT_2,417833.497275924,4730963.49276152,0.0,4.0,1.68001115322113,1.20000004768372,2.12088942527771,-6.18770360946655,9.82809257507324,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431298.7,2,VEHICLE,CAR,AGENT_2,417832.880619462,4730964.44350748,0.0,4.0,1.68001115322113,1.20000004768372,2.12246489524841,-6.06932067871094,9.5909538269043,yizhuang#20-1_po,car,1,100002,-1
PEK,1657431298.8,2,VEHICLE,CAR,AGENT_2,417832.266540662,4730965.3958397,0.0,4.0,1.68001115322113,1.20000004768372,2.1210777759552,-6.07694005966187,9.54171371459961,yizhuang#20-1_po,car,1,100002,-1
