city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id,vic_tag,from_side,car_side_id,road_side_id
PEK,1658983557.5,7,VEHICLE,VAN,AGENT_2,417678.87775444,4731057.81731836,0.0,5.1033353805542,2.28985142707825,2.26396298408508,0.340160727500916,1.35673820972443,0.404385358095169,yizhuang#20-1_po,car,1,100003,200001
PEK,1658983557.6,7,VEHICLE,VAN,AGENT_2,417678.93653163,4731057.81139664,0.0,5.1033353805542,2.28985142707825,2.26337790489197,0.366580367088318,1.35376417636871,0.360988438129425,yizhuang#20-1_po,car,1,100003,200001
PEK,1658983557.7,7,VEHICLE,VAN,AGENT_2,417679.057199546,4731057.82983012,0.0,5.1033353805542,2.28985142707825,2.26293921470642,0.385844379663467,1.27661550045013,0.309944301843643,yizhuang#20-1_po,car,1,100003,-1
PEK,1658983557.8,7,VEHICLE,VAN,AGENT_2,417679.183997317,4731057.85558832,0.0,5.1033353805542,2.30937314033508,2.26260995864868,0.402432471513748,1.31101703643799,0.315439611673355,yizhuang#20-1_po,car,1,100003,200001
PEK,1658983557.9,7,VEHICLE,VAN,AGENT_2,417679.388831155,4731057.94064595,0.0,5.150071144104,2.32401418685913,2.26260995864868,0.415319353342056,1.30085682868958,0.354886531829834,yizhuang#20-1_po,car,1,100003,200001
PEK,1658983558.0,7,VEHICLE,VAN,AGENT_2,417679.502532322,4731057.98402877,0.0,5.1851224899292,2.34142327308655,2.26260995864868,0.430565387010574,1.2043753862381,0.363793104887009,yizhuang#20-1_po,car,1,100003,200001
PEK,1658983558.1,7,VEHICLE,VAN,AGENT_2,417679.602489135,4731058.01461535,0.0,5.21141147613525,2.35448002815247,2.26260995864868,0.44868391752243,1.23654007911682,0.428852885961533,yizhuang#20-1_po,car,1,100003,200001
PEK,1658983558.2,7,VEHICLE,VAN,AGENT_2,417679.720302511,4731058.07608389,0.0,5.2430534362793,2.36261749267578,2.26260995864868,0.463651418685913,1.22539865970612,0.48775988817215,yizhuang#20-1_po,car,1,100003,200001
PEK,1658983558.3,7,VEHICLE,VAN,AGENT_2,417679.835022755,4731058.14433812,0.0,5.26678514480591,2.36872053146362,2.26260995864868,0.478844910860062,1.22684526443481,0.559682607650757,yizhuang#20-1_po,car,1,100003,-1
PEK,1658983558.4,7,VEHICLE,VAN,AGENT_2,417679.957613168,4731058.3206799,0.0,5.284583568573,2.37329769134521,2.26260995864868,0.497792899608612,1.27366888523102,0.649976968765259,yizhuang#20-1_po,car,1,100003,-1
