city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id,vic_tag,from_side,car_side_id,road_side_id
PEK,1662888927.8,1881,VEHICLE,CAR,TARGET_AGENT,417909.053209907,4731605.86209484,0.0,4.22079992294312,1.71770000457764,1.57519996166229,2.1296398639679,-3.00821709632874,5.0044732093811,yizhuang#4-1_po,vic,1,100022,-1
PEK,1662888927.9,1881,VEHICLE,CAR,TARGET_AGENT,417909.605103821,4731605.67274493,0.0,4.22079992294312,1.71770000457764,1.57519996166229,2.13111805915833,-2.84299111366272,4.6957483291626,yizhuang#4-1_po,vic,1,100022,-1
PEK,1662888928.0,1881,VEHICLE,CAR,TARGET_AGENT,417910.226854452,4731604.90407536,0.0,4.25385618209839,1.5249330997467,1.37539994716644,2.12157106399536,-2.67828750610352,4.36162328720093,yizhuang#4-1_po,vic,2,-1,200016
PEK,1662888928.1,1881,VEHICLE,CAR,TARGET_AGENT,417909.835832505,4731605.42090368,0.0,3.24836826324463,0.680078148841858,0.541008710861206,2.17390513420105,-2.66738796234131,4.45097970962524,yizhuang#4-1_po,vic,1,100022,200016
PEK,1662888928.2,1881,VEHICLE,CAR,TARGET_AGENT,417909.846101888,4731605.48488209,0.0,4.25767517089844,1.5249330997467,1.37539994716644,2.12968254089355,-2.62254595756531,4.19379949569702,yizhuang#4-1_po,vic,2,-1,200016
PEK,1662888928.3,1881,VEHICLE,CAR,TARGET_AGENT,417908.397950392,4731607.09624883,0.0,3.24836826324463,0.680078148841858,0.541008710861206,2.1370530128479,-2.50814342498779,3.76809883117676,yizhuang#4-1_po,vic,1,100022,-1
PEK,1662888928.4,1881,VEHICLE,CAR,TARGET_AGENT,417908.134848167,4731607.63420662,0.0,4.27074766159058,1.52961528301239,1.37539994716644,2.13434290885925,-2.52626180648804,3.72446727752686,yizhuang#4-1_po,vic,1,100022,-1
PEK,1662888928.5,1881,VEHICLE,CAR,TARGET_AGENT,417909.124267315,4731606.50759566,0.0,4.22897672653198,1.51465451717377,1.37539994716644,2.13419079780579,-2.52626180648804,3.72446727752686,yizhuang#4-1_po,vic,1,100022,200016
PEK,1662888928.6,1881,VEHICLE,CAR,TARGET_AGENT,417909.069385223,4731606.70764186,0.0,4.20757150650024,1.50698804855347,1.37539994716644,2.13458108901978,-2.57658123970032,3.79566693305969,yizhuang#4-1_po,vic,1,100022,200016
PEK,1662888928.7,1881,VEHICLE,CAR,TARGET_AGENT,417909.069385223,4731606.70764186,0.0,4.22079992294312,1.71770000457764,1.57519996166229,2.13539457321167,-2.50828814506531,3.6949942111969,yizhuang#4-1_po,vic,1,100022,200016
