city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id,vic_tag,from_side,car_side_id,road_side_id
PEK,1662888937.8,1780,VEHICLE,CAR,AGENT_3,417905.025091299,4731607.36732075,0.0,4.06759357452393,1.46687626838684,1.34652304649353,2.13015675544739,-1.09302568435669,1.74593770503998,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888937.9,1780,VEHICLE,CAR,AGENT_3,417904.861269125,4731607.60331318,0.0,4.04146766662598,1.45697689056396,1.37539994716644,2.12955665588379,-1.09302568435669,1.74593770503998,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.0,1780,VEHICLE,CAR,AGENT_3,417904.795675405,4731607.75695012,0.0,4.04146766662598,1.45908427238464,1.37539994716644,2.12878322601318,-1.06459641456604,1.70945048332214,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.1,1780,VEHICLE,CAR,AGENT_3,417904.756063589,4731607.86632512,0.0,4.04266738891602,1.45798170566559,1.37539994716644,2.12761926651001,-1.02814364433289,1.65821611881256,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.2,1780,VEHICLE,CAR,AGENT_3,417904.636915335,4731608.18709538,0.0,4.06004476547241,1.47080218791962,1.37539994716644,2.12553119659424,-1.04537630081177,1.69307923316956,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.3,1780,VEHICLE,CAR,AGENT_3,417904.56715978,4731608.27536366,0.0,4.05660438537598,1.46836364269257,1.37539994716644,2.1248631477356,-1.02666771411896,1.66276204586029,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.4,1780,VEHICLE,CAR,AGENT_3,417904.491296896,4731608.37939427,0.0,4.06689214706421,1.47204840183258,1.37539994716644,2.12459278106689,-1.00711035728455,1.63040852546692,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.5,1780,VEHICLE,CAR,AGENT_3,417904.361894735,4731608.5902631,0.0,4.09745264053345,1.48515927791595,1.37539994716644,2.12378931045532,-1.00711035728455,1.63040852546692,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.6,1780,VEHICLE,CAR,AGENT_3,417904.33909429,4731608.65325139,0.0,4.11226177215576,1.49107193946838,1.37539994716644,2.12336874008179,-0.920639514923096,1.49210286140442,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.7,1780,VEHICLE,CAR,AGENT_3,417904.266866812,4731608.75296757,0.0,4.12940645217896,1.49721240997314,1.37539994716644,2.12308979034424,-0.869406402111053,1.41010355949402,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.8,1780,VEHICLE,CAR,AGENT_3,417904.225229391,4731608.81478856,0.0,4.14489030838013,1.50213241577148,1.37539994716644,2.1232328414917,-0.813104569911957,1.31855118274689,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888938.9,1780,VEHICLE,CAR,AGENT_3,417904.144308218,4731608.94018529,0.0,4.1525092124939,1.49932217597961,1.37539994716644,2.12434101104736,-0.744376122951508,1.20464134216309,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888939.0,1780,VEHICLE,CAR,AGENT_3,417904.114114889,4731608.99590275,0.0,4.1525092124939,1.49932217597961,1.37539994716644,2.12478375434875,-0.684007465839386,1.10559189319611,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888939.1,1780,VEHICLE,CAR,AGENT_3,417904.081312307,4731609.05574391,0.0,4.15780687332153,1.49517381191254,1.37539994716644,2.12503814697266,-0.643438220024109,1.03913164138794,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888939.2,1780,VEHICLE,CAR,AGENT_3,417903.933992513,4731609.25587819,0.0,4.13737726211548,1.48785674571991,1.37539994716644,2.1252384185791,-0.657426714897156,1.06105804443359,yizhuang#4-1_po,car,1,100006,200003
PEK,1662888939.3,1780,VEHICLE,CAR,AGENT_3,417903.868246206,4731609.35261891,0.0,4.11579275131226,1.48012602329254,1.37539994716644,2.12531018257141,-0.674895823001862,1.08927428722382,yizhuang#4-1_po,car,1,100006,200003
