city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id,vic_tag,from_side,car_side_id,road_side_id
PEK,1662888917.8,1576,VEHICLE,CAR,TARGET_AGENT,417823.461720832,4731713.05017361,0.0,4.0,2.067875623703,1.20000004768372,-1.10170245170593,3.60947918891907,-8.10466384887695,yizhuang#4-1_po,car,1,100013,-1
PEK,1662888917.9,1576,VEHICLE,CAR,TARGET_AGENT,417823.825134239,4731712.15392964,0.0,4.0,2.067875623703,1.20000004768372,-1.09992945194244,3.73127388954163,-8.29142284393311,yizhuang#4-1_po,car,1,100013,-1
PEK,1662888918.0,1576,VEHICLE,CAR,TARGET_AGENT,417824.269451252,4731711.18601037,0.0,4.0,2.067875623703,1.20000004768372,-1.09853827953339,3.76296448707581,-8.39207077026367,yizhuang#4-1_po,car,1,100013,-1
PEK,1662888918.1,1576,VEHICLE,CAR,TARGET_AGENT,417824.653653664,4731710.34453816,0.0,4.0,2.067875623703,1.20000004768372,-1.09639310836792,3.81739544868469,-8.492506980896,yizhuang#4-1_po,car,1,100013,-1
PEK,1662888918.2,1576,VEHICLE,CAR,TARGET_AGENT,417825.08100441,4731709.40723122,0.0,4.0,2.067875623703,1.20000004768372,-1.0961662530899,3.83276391029358,-8.51925277709961,yizhuang#4-1_po,car,1,100013,-1
PEK,1662888918.3,1576,VEHICLE,CAR,TARGET_AGENT,417825.501243046,4731708.48058534,0.0,4.01349878311157,2.067875623703,1.20000004768372,-1.09601044654846,3.83123660087585,-8.51999282836914,yizhuang#4-1_po,car,1,100013,-1
PEK,1662888918.4,1576,VEHICLE,CAR,TARGET_AGENT,417825.918772325,4731707.58308236,0.0,4.02362298965454,2.067875623703,1.20000004768372,-1.09549450874329,3.77775764465332,-8.38453674316406,yizhuang#4-1_po,car,1,100013,-1
PEK,1662888918.5,1576,VEHICLE,CAR,TARGET_AGENT,417826.306040585,4731706.72656601,0.0,4.05435132980347,2.067875623703,1.21223175525665,-1.09563863277435,3.80296015739441,-8.37240791320801,yizhuang#4-1_po,car,1,100013,200010
PEK,1662888918.6,1576,VEHICLE,CAR,TARGET_AGENT,417826.793201948,4731705.68951371,0.0,4.05435132980347,2.067875623703,1.22140550613403,-1.09548485279083,3.85284948348999,-8.5318489074707,yizhuang#4-1_po,car,1,100013,200010
PEK,1662888918.7,1576,VEHICLE,CAR,TARGET_AGENT,417827.224876062,4731704.76145859,0.0,4.05435132980347,2.067875623703,1.23159754276276,-1.09541809558868,3.99988532066345,-8.72122859954834,yizhuang#4-1_po,car,1,100013,200010
