city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id,vic_tag,from_side,car_side_id,road_side_id
PEK,1657433078.7,7,VEHICLE,TRUCK,TARGET_AGENT,417758.580836699,4731083.99633127,0.0,4.0,1.71303045749664,1.54439055919647,-1.04532039165497,-0.682712376117706,0.900425255298615,yizhuang#20-1_po,car,1,100006,200001
PEK,1657433078.8,7,VEHICLE,TRUCK,TARGET_AGENT,417758.522704639,4731084.09646617,0.0,4.0,1.71303045749664,1.54439055919647,-1.04534161090851,-0.720953106880188,0.880415320396423,yizhuang#20-1_po,car,1,100006,200001
PEK,1657433078.9,7,VEHICLE,TRUCK,TARGET_AGENT,417758.441778788,4731084.18321736,0.0,4.0,1.71303045749664,1.56329262256622,-1.04527151584625,-0.722367584705353,0.881791293621063,yizhuang#20-1_po,car,1,100006,200001
PEK,1657433079.0,7,VEHICLE,TRUCK,TARGET_AGENT,417758.374471192,4731084.28724525,0.0,4.0,1.71303045749664,1.57746911048889,-1.0444917678833,-0.752484381198883,0.861866772174835,yizhuang#20-1_po,car,1,100006,200001
PEK,1657433079.1,7,VEHICLE,TRUCK,TARGET_AGENT,417758.339388795,4731084.37504461,0.0,4.0,1.71303045749664,1.58810150623322,-1.04337787628174,-0.750024795532227,0.905346632003784,yizhuang#20-1_po,car,1,100006,200001
PEK,1657433079.2,7,VEHICLE,TRUCK,TARGET_AGENT,417758.323115886,4731084.53602939,0.0,4.0,1.71303045749664,1.59607577323914,-1.04349184036255,-0.661439299583435,0.878839790821075,yizhuang#20-1_po,car,1,100006,200001
PEK,1657433079.3,7,VEHICLE,TRUCK,TARGET_AGENT,417758.27376608,4731084.56100876,0.0,4.0,1.71303045749664,1.6020565032959,-1.04293024539948,-0.47221502661705,0.671167731285095,yizhuang#20-1_po,car,1,100006,200001
PEK,1657433079.4,7,VEHICLE,TRUCK,TARGET_AGENT,417758.208641591,4731084.61611901,0.0,4.0,1.72699618339539,1.70921015739441,-1.04255187511444,-0.392575621604919,0.580110609531403,yizhuang#20-1_po,car,1,100006,200001
PEK,1657433079.5,7,VEHICLE,TRUCK,TARGET_AGENT,417758.21216654,4731084.6880949,0.0,4.0,1.76817238330841,1.78957533836365,-1.04203450679779,-0.322715133428574,0.561935842037201,yizhuang#20-1_po,car,1,100006,200001
PEK,1657433079.6,7,VEHICLE,TRUCK,TARGET_AGENT,417758.204362708,4731084.76631958,0.0,4.0,1.76817238330841,1.83768534660339,-1.04235589504242,-0.290842145681381,0.55366837978363,yizhuang#20-1_po,car,1,100006,200001
