city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id
PEK,1663722030.9,374486,VEHICLE,BUS,OTHERS,418970.587859132,4732321.6261864,0,8.94340515136719,2.5,2.38491487503052,0.55564296245575,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.0,374486,VEHICLE,BUS,OTHERS,418970.58707035,4732321.62716562,0,8.94340515136719,2.5,2.38491487503052,0.555293381214142,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.1,374486,VEHICLE,BUS,OTHERS,418970.584092424,4732321.62869506,0,8.94340515136719,2.5,2.38491487503052,0.555463135242462,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.2,374486,VEHICLE,BUS,OTHERS,418970.582810481,4732321.63210219,0,8.94340515136719,2.5,2.38491487503052,0.55583530664444,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.3,374486,VEHICLE,BUS,OTHERS,418970.57941628,4732321.63196521,0,8.94340515136719,2.5,2.38491487503052,0.555833995342255,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.4,374486,VEHICLE,BUS,OTHERS,418970.572058325,4732321.62498175,0,8.94340515136719,2.5,2.38491487503052,0.555619299411774,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.5,374486,VEHICLE,BUS,OTHERS,418970.57685211,4732321.63263308,0,8.94340515136719,2.5,2.38484406471252,0.555635690689087,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.6,374486,VEHICLE,BUS,OTHERS,418970.582933868,4732321.6254244,0,8.94340515136719,2.5,2.38479089736938,0.555551946163177,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.7,374486,VEHICLE,BUS,OTHERS,418970.581365491,4732321.63051697,0,8.94459342956543,2.5,2.38479089736938,0.555640995502472,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.8,374486,VEHICLE,BUS,OTHERS,418970.580141517,4732321.63169501,0,8.94537734985352,2.5,2.38479089736938,0.555562734603882,0.0,0.0,yizhuang#7-1_po
PEK,1663722031.9,374486,VEHICLE,BUS,OTHERS,418970.578677219,4732321.63337303,0,8.94596576690674,2.5,2.38479089736938,0.555569231510162,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.0,374486,VEHICLE,BUS,OTHERS,418970.576871193,4732321.63335087,0,8.94640636444092,2.5,2.38479089736938,0.555546522140503,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.1,374486,VEHICLE,BUS,OTHERS,418970.584321177,4732321.62717034,0,8.94640636444092,2.5,2.38479089736938,0.555452585220337,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.2,374486,VEHICLE,BUS,OTHERS,418970.581945127,4732321.6323702,0,8.94640636444092,2.5,2.38479089736938,0.555363059043884,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.3,374486,VEHICLE,BUS,OTHERS,418970.581512184,4732321.63369791,0,8.94640636444092,2.5,2.38479089736938,0.555389881134033,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.4,374486,VEHICLE,BUS,OTHERS,418970.585403613,4732321.64054556,0,8.94640636444092,2.5,2.38479089736938,0.555534183979034,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.5,374486,VEHICLE,BUS,OTHERS,418970.581865574,4732321.64306141,0,8.94640636444092,2.5,2.3847177028656,0.55552339553833,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.6,374486,VEHICLE,BUS,OTHERS,418970.585117327,4732321.64911526,0,8.94640636444092,2.5,2.38466286659241,0.55568528175354,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.7,374486,VEHICLE,BUS,OTHERS,418970.584456588,4732321.6371375,0,8.94640636444092,2.5,2.38466286659241,0.555576205253601,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.8,374486,VEHICLE,BUS,OTHERS,418970.586377005,4732321.62588533,0,8.94640636444092,2.5,2.38466286659241,0.555759012699127,0.0,0.0,yizhuang#7-1_po
PEK,1663722032.9,374486,VEHICLE,BUS,OTHERS,418970.58052182,4732321.62801378,0,8.94640636444092,2.5,2.38466286659241,0.5557781457901,0.0,0.0,yizhuang#7-1_po
PEK,1663722033.0,374486,VEHICLE,BUS,OTHERS,418970.580176675,4732321.63467152,0,8.94640636444092,2.5,2.38466286659241,0.555780529975891,0.0,0.0,yizhuang#7-1_po
PEK,1663722033.1,374486,VEHICLE,BUS,OTHERS,418970.574105462,4732321.63889978,0,8.94640636444092,2.5,2.38466286659241,0.555694997310638,0.0,0.0,yizhuang#7-1_po
PEK,1663722033.2,374486,VEHICLE,BUS,OTHERS,418970.579072277,4732321.63238988,0,8.94640636444092,2.5,2.38451933860779,0.555613219738007,0.0,0.0,yizhuang#7-1_po
PEK,1663722033.3,374486,VEHICLE,BUS,OTHERS,418970.578173614,4732321.63440176,0,8.94640636444092,2.5,2.38451933860779,0.555744826793671,0.0,0.0,yizhuang#7-1_po
PEK,1663722033.4,374486,VEHICLE,BUS,OTHERS,418970.578607679,4732321.63575679,0,8.94640636444092,2.5,2.38451933860779,0.555986881256104,0.0,0.0,yizhuang#7-1_po
PEK,1663722033.5,374486,VEHICLE,BUS,OTHERS,418970.581057178,4732321.64026999,0,8.94640636444092,2.5,2.38451933860779,0.556185901165009,0.0,0.0,yizhuang#7-1_po
