city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id
PEK,1662201022.9,578351,VEHICLE,CAR,OTHERS,416593.542823198,4730777.69654476,0,4.44482469558716,2.17202425003052,1.34153509140015,2.15935754776001,0.0,0.0,yizhuang#25-1_po
PEK,1662201023.0,578351,VEHICLE,CAR,OTHERS,416593.526370167,4730777.72381959,0,4.44482469558716,2.17202425003052,1.34153509140015,2.15697550773621,0.0,0.0,yizhuang#25-1_po
PEK,1662201023.1,578351,VEHICLE,CAR,OTHERS,416593.510104587,4730777.73902824,0,4.44482469558716,2.17202425003052,1.34153509140015,2.15738034248352,0.0,0.0,yizhuang#25-1_po
PEK,1662201023.2,578351,VEHICLE,CAR,OTHERS,416593.491711724,4730777.77439766,0,4.44482469558716,2.17202425003052,1.34153509140015,2.15792322158813,0.0,0.0,yizhuang#25-1_po
PEK,1662201023.3,578351,VEHICLE,CAR,OTHERS,416593.473004753,4730777.80090186,0,4.44482469558716,2.17202425003052,1.34153509140015,2.15752291679382,0.0,0.0,yizhuang#25-1_po
PEK,1662201023.4,578351,VEHICLE,CAR,OTHERS,416593.437274939,4730777.86790719,0,4.44482469558716,2.17202425003052,1.34153509140015,2.1573314666748,-0.221319794654846,0.34101665019989,yizhuang#25-1_po
PEK,1662201023.5,578351,VEHICLE,CAR,OTHERS,416593.415872975,4730777.9117617,0,4.40561389923096,2.17202425003052,1.34153509140015,2.15739750862122,-0.271112322807312,0.426535457372665,yizhuang#25-1_po
PEK,1662201023.6,578351,VEHICLE,CAR,OTHERS,416593.37932073,4730777.98487004,0,4.37270069122314,2.17202425003052,1.34153509140015,2.15589261054993,-0.32546591758728,0.515180587768555,yizhuang#25-1_po
PEK,1662201023.7,578351,VEHICLE,CAR,OTHERS,416593.333095389,4730778.03354851,0,4.34219598770142,2.17202425003052,1.34153509140015,2.15311646461487,-0.329070776700974,0.521920442581177,yizhuang#25-1_po
PEK,1662201023.8,578351,VEHICLE,CAR,OTHERS,416593.297391668,4730778.08605657,0,4.31913900375366,2.17202425003052,1.34153509140015,2.151691198349,-0.31575471162796,0.494407773017883,yizhuang#25-1_po
PEK,1662201023.9,578351,VEHICLE,CAR,OTHERS,416593.261673893,4730778.13282255,0,4.30184650421143,2.17202425003052,1.34153509140015,2.15083456039429,-0.321856498718262,0.500269830226898,yizhuang#25-1_po
PEK,1662201024.0,578351,VEHICLE,CAR,OTHERS,416593.227621196,4730778.18084561,0,4.28887701034546,2.17202425003052,1.33837294578552,2.14844846725464,-0.30808487534523,0.474034756422043,yizhuang#25-1_po
PEK,1662201024.1,578351,VEHICLE,CAR,OTHERS,416593.195525499,4730778.21879681,0,4.28887701034546,2.17202425003052,1.3360013961792,2.15007901191711,-0.318999290466309,0.483670949935913,yizhuang#25-1_po
PEK,1662201024.2,578351,VEHICLE,CAR,OTHERS,416593.158705667,4730778.26505518,0,4.28887701034546,2.17202425003052,1.33035087585449,2.14474177360535,-0.302263855934143,0.458328783512115,yizhuang#25-1_po
PEK,1662201024.3,578351,VEHICLE,CAR,OTHERS,416593.129960833,4730778.29614862,0,4.28887701034546,2.17202425003052,1.33035087585449,2.14332604408264,-0.298702836036682,0.451943337917328,yizhuang#25-1_po
PEK,1662201024.4,578351,VEHICLE,CAR,OTHERS,416593.10629188,4730778.344985,0,4.28887701034546,2.17202425003052,1.33035087585449,2.14270305633545,-0.265704274177551,0.404654443264008,yizhuang#25-1_po
PEK,1662201024.5,578351,VEHICLE,CAR,OTHERS,416593.083641615,4730778.3713501,0,4.28887701034546,2.17202425003052,1.33035087585449,2.139328956604,-0.243350088596344,0.372838824987411,yizhuang#25-1_po
PEK,1662201024.6,578351,VEHICLE,CAR,OTHERS,416593.06369508,4730778.40548819,0,4.24829769134521,2.17202425003052,1.33035087585449,2.13894033432007,-0.203580722212791,0.313695907592773,yizhuang#25-1_po
PEK,1662201024.7,578351,VEHICLE,CAR,OTHERS,416593.042247795,4730778.45376795,0,4.21786260604858,2.17202425003052,1.33035087585449,2.13786172866821,-0.207921981811523,0.322296798229218,yizhuang#25-1_po
