city,timestamp,id,type,sub_type,tag,x,y,z,length,width,height,theta,v_x,v_y,intersect_id
PEK,1664102620.9,905726,VEHICLE,TRUCK,OTHERS,415765.621135354,4730392.31321971,0,5.93170356750488,2.5,2.55394411087036,-0.964989542961121,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.0,905726,VEHICLE,TRUCK,OTHERS,415765.621250407,4730392.31377903,0,5.93170356750488,2.5,2.55394411087036,-0.964738070964813,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.1,905726,VEHICLE,TRUCK,OTHERS,415765.621033887,4730392.31433591,0,5.93170356750488,2.5,2.55394411087036,-0.964534401893616,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.2,905726,VEHICLE,TRUCK,OTHERS,415765.620996811,4730392.31546489,0,5.93170356750488,2.5,2.55394411087036,-0.964326858520508,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.3,905726,VEHICLE,TRUCK,OTHERS,415765.620828188,4730392.31580605,0,5.93170356750488,2.5,2.55394411087036,-0.964180469512939,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.4,905726,VEHICLE,TRUCK,OTHERS,415765.620656437,4730392.31598332,0,5.93170356750488,2.5,2.55394411087036,-0.964532852172852,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.5,905726,VEHICLE,TRUCK,OTHERS,415765.620532134,4730392.31682952,0,5.93170356750488,2.5,2.55394411087036,-0.964539706707001,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.6,905726,VEHICLE,TRUCK,OTHERS,415765.620320676,4730392.31737494,0,5.93170356750488,2.5,2.55394411087036,-0.964392781257629,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.7,905726,VEHICLE,TRUCK,OTHERS,415765.620443092,4730392.31738865,0,5.93170356750488,2.5,2.55394411087036,-0.964294135570526,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.8,905726,VEHICLE,TRUCK,OTHERS,415765.620470118,4730392.31737099,0,5.93170356750488,2.5,2.55394411087036,-0.964298725128174,0.0,0.0,yizhuang#19-1_po
PEK,1664102621.9,905726,VEHICLE,TRUCK,OTHERS,415765.620845425,4730392.31751214,0,5.93170356750488,2.5,2.55394411087036,-0.964238226413727,0.0,0.0,yizhuang#19-1_po
PEK,1664102622.0,905726,VEHICLE,TRUCK,OTHERS,415765.621221679,4730392.31766607,0,5.93170356750488,2.5,2.55394411087036,-0.964159190654755,0.0,0.0,yizhuang#19-1_po
PEK,1664102622.1,905726,VEHICLE,TRUCK,OTHERS,415765.621335216,4730392.31769874,0,5.93170356750488,2.5,2.55394411087036,-0.964319109916687,0.0,0.0,yizhuang#19-1_po
PEK,1664102622.2,905726,VEHICLE,TRUCK,OTHERS,415765.621153953,4730392.317617,0,5.93170356750488,2.5,2.55394411087036,-0.964368641376495,0.0,0.0,yizhuang#19-1_po
PEK,1664102622.3,905726,VEHICLE,TRUCK,OTHERS,415765.621191476,4730392.31775942,0,5.93170356750488,2.5,2.55394411087036,-0.964354157447815,0.0,0.0,yizhuang#19-1_po
PEK,1664102622.4,905726,VEHICLE,TRUCK,OTHERS,415765.621184817,4730392.3176904,0,5.93170356750488,2.5,2.55394411087036,-0.964583933353424,0.0,0.0,yizhuang#19-1_po
PEK,1664102622.5,905726,VEHICLE,TRUCK,OTHERS,415765.621143902,4730392.31751531,0,5.93170356750488,2.5,2.55394411087036,-0.964815557003021,0.0,0.0,yizhuang#19-1_po
PEK,1664102622.6,905726,VEHICLE,TRUCK,OTHERS,415765.621193632,4730392.31747845,0,5.93170356750488,2.5,2.55394411087036,-0.965085506439209,0.0,0.0,yizhuang#19-1_po
